number_complaints,officer,salary,year
27,32378,70656,2008
27,32378,80724,2012
27,32378,89718,2015
27,32378,92430,2016
27,32425,58572,2004
27,32425,66924,2006
27,32425,75726,2010
27,32425,77238,2011
27,32425,80724,2013
28,364,58572,2003
28,364,60600,2004
28,364,66906,2005
28,448,63720,2006
28,448,68262,2008
28,448,83616,2015
28,465,52092,2002
28,465,55764,2003
28,465,68262,2009
28,529,66006,2002
28,725,61512,2002
28,725,62742,2003
28,859,96072,2008
28,859,102960,2010
28,1094,57426,2002
28,1094,73116,2009
28,1094,88830,2014
28,1094,89718,2015
28,1094,98052,2017
28,1371,68262,2008
28,1440,57426,2002
28,1440,60600,2003
28,1440,73116,2008
28,1440,73116,2009
28,1440,78360,2010
28,1440,80724,2012
28,1440,88830,2014
28,1546,73476,2002
28,1800,60600,2003
28,2374,63720,2006
28,2374,73164,2010
28,2374,75372,2012
28,2476,69270,2006
28,2476,73116,2009
28,2476,79926,2011
28,2476,92430,2016
28,2476,93354,2017
28,2829,54672,2002
28,2829,58572,2004
28,2829,70656,2009
28,2829,90024,2017
28,2848,58572,2004
28,2848,64662,2005
28,3150,57426,2002
28,3150,97044,2015
28,3150,100980,2017
28,3429,61512,2002
28,3429,62742,2003
28,3429,69270,2005
28,3429,96828,2010
28,3429,110370,2015
28,3697,78450,2002
28,3697,80022,2003
28,3697,80022,2005
28,3815,70656,2008
28,4060,82008,2007
28,4060,82008,2009
28,4060,98898,2014
28,4334,54672,2002
28,4334,68262,2007
28,4334,70656,2009
28,4334,78012,2012
28,4334,89130,2016
28,4350,66924,2006
28,4350,68262,2009
28,4350,89130,2016
28,4591,80724,2013
28,4591,86520,2015
28,4591,107988,2017
28,4720,66906,2005
28,4720,70656,2008
28,4720,107988,2017
28,4836,78006,2008
28,4836,83604,2010
28,4884,58572,2004
28,4884,79926,2011
28,5332,49548,2002
28,5332,53136,2003
28,5332,55764,2004
28,5332,66924,2006
28,5332,68262,2009
28,5332,78012,2013
28,5332,82788,2014
28,6351,90348,2007
28,6560,68262,2009
28,6560,78012,2013
28,6659,64662,2005
28,6659,76446,2007
28,6659,93648,2015
28,6659,100980,2017
28,6870,60600,2003
28,6870,66906,2005
28,6870,82878,2011
28,6870,83706,2013
28,6870,89718,2015
28,7139,60600,2004
28,7139,69270,2006
28,7139,93354,2017
28,7208,75816,2009
28,7208,81252,2010
28,7296,83604,2010
28,7296,92316,2015
28,7987,71682,2006
28,7987,73116,2008
28,7987,73116,2009
28,7987,81252,2010
28,7987,82878,2011
28,7987,83706,2012
28,8134,59412,2002
28,8134,69270,2005
28,8134,83706,2012
28,8134,86130,2013
28,8134,95106,2016
28,9165,73116,2007
28,9165,88830,2014
28,9165,89718,2015
28,9165,96060,2017
28,9479,58572,2003
28,9479,58572,2004
28,9479,70656,2009
28,9479,75726,2010
28,9479,78012,2012
28,9479,85662,2014
28,9503,73632,2002
28,9590,52788,2005
28,9590,75372,2012
28,9590,82788,2014
28,9807,66924,2006
28,9807,84876,2007
28,9807,84876,2008
28,9807,90960,2010
28,9807,96648,2012
28,9807,121464,2017
28,10196,57426,2002
28,10196,58572,2003
28,10196,84810,2010
28,10196,87372,2013
28,10196,97044,2015
28,10338,60600,2004
28,10338,69270,2005
28,10338,71682,2006
28,10338,73116,2007
28,10338,73116,2008
28,10338,73116,2009
28,12308,63456,2003
28,12308,63456,2004
28,12308,70656,2008
28,12391,66906,2005
28,12391,73116,2009
28,12391,92430,2016
28,12391,93354,2017
28,12582,57426,2002
28,12582,64662,2005
28,12582,70656,2007
28,12582,79926,2011
28,12582,80724,2012
28,12582,80724,2013
28,12582,86520,2015
28,12582,92430,2016
28,12612,63654,2002
28,12612,64926,2003
28,13083,63672,2003
28,13083,76764,2007
28,13083,87048,2011
28,13881,57426,2002
28,13881,60600,2004
28,13881,73116,2009
28,13974,60600,2004
28,13974,73116,2008
28,14220,69270,2005
28,14220,75816,2008
28,14220,86130,2014
28,14399,77514,2005
28,14399,88578,2006
28,14415,61512,2002
28,14415,62742,2004
28,14415,71682,2006
28,14415,86130,2012
28,14638,60600,2004
28,14638,66906,2005
28,14638,73116,2007
28,14638,88830,2014
28,14638,95106,2016
28,15017,58572,2004
28,15017,66924,2006
28,15017,75726,2010
28,15089,70656,2009
28,15514,69270,2006
28,15514,79926,2011
28,15832,62742,2003
28,15832,71682,2006
28,15832,83706,2012
28,15832,86130,2013
28,15832,92316,2015
28,16188,77514,2004
28,16188,93276,2007
28,16206,70656,2008
28,16206,85662,2014
28,16302,66906,2005
28,16302,73116,2007
28,16302,89718,2015
28,16569,52092,2002
28,16569,68262,2008
28,16569,70656,2009
28,16569,75726,2010
28,16569,78012,2013
28,17456,58572,2004
28,17456,66906,2005
28,17456,69270,2006
28,17456,76446,2007
28,17456,76446,2008
28,17456,76446,2009
28,17456,87372,2012
28,17456,102564,2014
28,17456,107988,2017
28,18354,98766,2011
28,18354,99756,2012
28,18375,71682,2005
28,18410,70656,2007
28,18410,79926,2011
28,18410,80724,2012
28,18902,86130,2013
28,19650,71382,2002
28,19650,99756,2013
28,19650,106920,2015
28,19650,111474,2016
28,19794,49548,2002
28,19794,55764,2004
28,19794,82788,2014
28,19794,97440,2017
28,20033,76476,2006
28,20033,78006,2008
28,20756,68262,2009
28,20756,78012,2012
28,20924,78006,2008
28,20980,66552,2002
28,20980,67884,2003
28,20980,67884,2004
28,20980,80400,2006
28,20980,82008,2008
28,22531,71682,2006
28,22821,60600,2003
28,22821,60600,2004
28,22821,71682,2006
28,22821,73116,2007
28,22821,83706,2012
28,23202,57426,2002
28,23202,70656,2007
28,23362,75102,2005
28,23362,88578,2006
28,23362,108918,2010
28,23362,154932,2014
28,23400,71382,2002
28,23400,83214,2006
28,23400,87534,2008
28,23400,99756,2013
28,23400,105864,2014
28,23400,111474,2017
28,23402,79926,2011
28,23402,89718,2015
28,23888,71682,2005
28,23888,78006,2008
28,24180,58572,2003
28,24180,75726,2010
28,24180,79926,2011
28,24922,53136,2004
28,24922,68262,2007
28,24922,90024,2017
28,25167,58572,2004
28,25167,70656,2009
28,25167,89718,2015
28,25167,92430,2016
28,25252,63456,2003
28,25252,74946,2006
28,25252,87372,2013
28,25319,75102,2005
28,25319,90348,2008
28,25319,162684,2015
28,26167,78360,2010
28,26167,85662,2014
28,26167,89718,2015
28,26608,85818,2006
28,26608,98766,2011
28,26852,58572,2003
28,26852,79500,2010
28,26852,81090,2011
28,27124,57426,2002
28,27124,58572,2004
28,27124,92718,2014
28,27124,97044,2015
28,27124,100980,2017
28,27435,58572,2004
28,27435,70296,2005
28,27435,74178,2009
28,27435,79926,2011
28,27435,80724,2012
28,27435,85662,2014
28,27435,92430,2016
28,27979,57426,2002
28,27979,83214,2006
28,27979,84876,2007
28,27979,84876,2008
28,27979,84876,2009
28,27979,106920,2015
28,28329,75372,2013
28,28418,77514,2004
28,28418,91446,2006
28,28528,58572,2003
28,28528,58572,2004
28,28528,93354,2017
28,28687,63720,2006
28,28687,75372,2012
28,28687,82788,2014
28,28687,86142,2016
28,28687,87006,2017
28,28993,50538,2004
28,28993,58668,2005
28,28993,68262,2008
28,30494,58572,2003
28,30494,58572,2004
28,30494,89130,2016
28,30627,61512,2002
28,30627,75258,2005
28,30627,79632,2009
28,30627,85278,2011
28,30809,60312,2002
28,30809,80724,2013
28,30809,88830,2014
28,30809,93354,2017
28,30888,60600,2003
28,30888,60600,2004
28,30888,71682,2006
28,30888,82878,2011
28,30888,96060,2017
28,31815,36984,2003
28,31815,47808,2004
28,31815,55794,2005
28,31815,60720,2006
28,31815,68262,2009
28,31897,62742,2004
28,31897,69270,2005
28,31897,75816,2009
28,31897,82878,2011
28,31951,49548,2002
28,31951,66924,2006
28,31951,73164,2010
28,31951,78012,2013
28,31951,83616,2015
28,31951,90024,2017
28,31961,69270,2006
28,31961,70656,2008
28,31961,70656,2009
28,31961,80724,2013
28,31989,77238,2011
28,31989,78012,2012
28,31989,80724,2013
28,31989,86520,2015
28,32018,70656,2009
28,32018,93354,2017
28,32039,36984,2004
28,32039,57744,2006
28,32039,73164,2010
28,32039,74628,2011
28,32084,68262,2009
28,32084,77238,2011
28,32084,78012,2012
28,32084,83616,2015
28,32084,89130,2016
28,32148,68262,2008
28,32148,68262,2009
28,32148,75726,2010
28,32148,90024,2017
28,32175,73164,2010
28,32175,82788,2014
28,32180,36984,2004
28,32180,60720,2006
28,32180,68262,2008
28,32180,74628,2011
28,32180,86142,2016
28,32180,87006,2017
28,32423,87534,2009
28,32423,99756,2012
28,32436,64662,2005
28,32436,68262,2009
28,32436,77238,2011
28,32436,78012,2012
28,32436,78012,2013
28,32436,83616,2015
28,32436,89130,2016
29,241,66906,2005
29,241,69270,2006
29,241,73116,2009
29,750,80400,2005
29,750,82914,2006
29,761,68262,2007
29,761,73164,2010
29,761,78012,2013
29,761,87006,2017
29,800,57426,2002
29,800,70656,2008
29,800,90024,2017
29,2052,61512,2002
29,2052,62742,2004
29,2052,75816,2008
29,2052,81252,2010
29,2052,86130,2012
29,2052,86130,2013
29,2211,72810,2004
29,2211,85818,2006
29,2211,87534,2009
29,2211,96828,2010
29,2211,111474,2016
29,2230,87354,2009
29,2433,59412,2002
29,2433,69270,2005
29,2433,73116,2009
29,2575,53136,2004
29,2575,68262,2008
29,2575,73164,2010
29,2575,83616,2015
29,2575,90024,2017
29,2850,57426,2002
29,2850,60600,2004
29,2850,66906,2005
29,2850,70656,2007
29,2850,70656,2008
29,2850,79926,2011
29,2850,80724,2013
29,2850,89718,2015
29,2917,59412,2002
29,2917,60600,2003
29,2917,78360,2010
29,2917,83706,2012
29,2917,88830,2014
29,2917,95106,2016
29,4091,69648,2010
29,4091,79980,2014
29,4091,86142,2016
29,4636,78360,2010
29,4636,79926,2011
29,4636,106920,2015
29,4636,111474,2017
29,5260,60600,2004
29,5260,69270,2006
29,5260,80724,2012
29,5260,97044,2015
29,5260,100980,2017
29,5491,58572,2004
29,5491,66924,2006
29,5491,84876,2009
29,5491,90960,2010
29,5491,96648,2013
29,5491,102564,2014
29,7261,72810,2003
29,7261,72810,2004
29,7261,72810,2005
29,7261,83214,2006
29,7261,96648,2012
29,7261,99756,2013
29,7993,73632,2002
29,7993,75102,2005
29,7993,101958,2011
29,8063,59412,2002
29,8063,73116,2007
29,8063,82878,2011
29,8063,83706,2012
29,8850,70656,2007
29,8850,75726,2010
29,8850,79926,2011
29,8850,85662,2014
29,8972,59412,2002
29,8972,60600,2004
29,8972,73116,2007
29,8972,79926,2011
29,8972,83706,2013
29,9459,70656,2008
29,9459,72726,2006
29,9459,75726,2010
29,9459,80724,2013
29,9459,92430,2016
29,9472,47808,2004
29,9472,74628,2011
29,9472,87006,2017
29,10116,59412,2002
29,10116,60600,2004
29,10116,78360,2010
29,10295,65646,2003
29,10295,65646,2004
29,10295,97044,2015
29,10322,57426,2002
29,10322,58572,2003
29,10322,70656,2009
29,10322,80724,2012
29,10322,93354,2017
29,10440,68262,2008
29,10440,77238,2011
29,10440,90024,2017
29,10877,71682,2006
29,10877,73116,2007
29,10877,83706,2012
29,10877,92316,2015
29,11243,36984,2002
29,11243,63720,2006
29,11243,78012,2013
29,11243,82788,2014
29,11243,86142,2016
29,11414,60600,2003
29,11414,66906,2005
29,11414,82878,2011
29,11414,89718,2015
29,11594,62742,2003
29,11594,75816,2008
29,11625,62742,2004
29,11625,69270,2005
29,11625,83706,2012
29,11762,57426,2002
29,11798,60600,2003
29,11798,89718,2015
29,12195,79134,2007
29,12195,79134,2009
29,12195,105864,2014
29,12195,111474,2017
29,12259,75816,2008
29,12259,86130,2013
29,12550,69264,2004
29,12550,80736,2007
29,12634,58572,2003
29,12634,69270,2006
29,12634,70656,2008
29,12634,78360,2010
29,12634,92430,2016
29,12634,93354,2017
29,13093,58572,2003
29,13093,64662,2005
29,13093,70656,2009
29,13093,75726,2010
29,13093,103590,2015
29,13312,64662,2005
29,13312,85662,2014
29,13312,90024,2017
29,13415,72810,2005
29,13415,84876,2008
29,13415,87534,2009
29,13415,93816,2010
29,13415,95694,2011
29,13528,60600,2004
29,13528,66906,2005
29,13528,73116,2008
29,13528,73116,2009
29,13528,78360,2010
29,13528,89718,2015
29,13582,57426,2002
29,13582,58572,2004
29,13582,69270,2006
29,13582,70656,2007
29,13582,70656,2009
29,14557,79134,2009
29,14557,84810,2010
29,14557,87372,2012
29,14557,97044,2015
29,15081,62742,2004
29,15081,74328,2006
29,15081,75816,2008
29,16089,59412,2002
29,16089,60600,2003
29,16089,78360,2010
29,16133,79134,2007
29,16133,93192,2013
29,16133,103932,2017
29,16171,63396,2005
29,16201,60600,2003
29,16201,73116,2008
29,16201,83706,2013
29,16201,89718,2015
29,16201,95106,2016
29,16361,57426,2002
29,16361,70656,2009
29,16361,82272,2010
29,16361,83916,2011
29,16361,97080,2016
29,16606,68262,2009
29,16606,86142,2016
29,16606,87006,2017
29,17197,62742,2003
29,17197,82878,2011
29,17197,91404,2014
29,18358,76476,2006
29,18599,52092,2002
29,18599,58572,2004
29,18599,70656,2009
29,18599,75726,2010
29,18599,86520,2015
29,18746,66906,2005
29,18746,79134,2007
29,18746,79134,2008
29,18746,79134,2009
29,18746,84810,2010
29,18746,90540,2012
29,18746,96084,2014
29,18746,97044,2015
29,18746,102900,2016
29,18746,103932,2017
29,18894,58572,2003
29,18894,103590,2015
29,18894,104628,2016
29,19259,92316,2015
29,19259,95106,2016
29,19510,71382,2002
29,19510,87534,2007
29,19510,87534,2008
29,19620,55794,2005
29,19620,60720,2006
29,19620,74628,2011
29,19620,75372,2013
29,20034,53136,2004
29,20034,68262,2009
29,20034,93708,2013
29,20058,42258,2006
29,20058,61932,2008
29,20058,64992,2009
29,20058,73164,2010
29,20058,75372,2013
29,20246,75816,2009
29,20246,86130,2013
29,20248,64662,2005
29,20254,60600,2003
29,20254,73116,2008
29,20254,73116,2009
29,20477,62424,2002
29,20477,75258,2006
29,20477,85344,2010
29,20477,87048,2011
29,20477,87918,2012
29,20477,87918,2013
29,20544,95694,2011
29,20544,96648,2012
29,20544,107988,2017
29,20609,99756,2012
29,21370,82422,2003
29,21370,82422,2005
29,21443,57426,2002
29,21443,66924,2006
29,21443,68262,2007
29,21443,94524,2017
29,21992,66006,2002
29,21992,76476,2006
29,22174,70656,2008
29,22174,78360,2010
29,22174,80724,2012
29,22668,66924,2006
29,22668,70656,2008
29,22668,86520,2015
29,22709,46872,2002
29,22709,50538,2003
29,22709,73164,2010
29,22709,82788,2014
29,22709,90024,2017
29,22898,89646,2011
29,23011,54672,2002
29,23011,64662,2005
29,23011,66924,2006
29,23011,82788,2014
29,23011,89130,2016
29,23032,59412,2002
29,23032,60600,2003
29,23032,77580,2006
29,23032,79134,2007
29,23032,90540,2012
29,24301,82098,2003
29,24347,65646,2003
29,24347,77580,2006
29,24347,79134,2008
29,24347,90540,2012
29,24347,102900,2016
29,24596,58572,2003
29,24596,69270,2006
29,24596,70656,2007
29,24596,79926,2011
29,24596,80724,2012
29,24596,85662,2014
29,24596,86520,2015
29,24596,93354,2017
29,25177,36984,2002
29,25177,58668,2005
29,25177,78012,2013
29,25401,62742,2003
29,25401,62742,2004
29,25401,75816,2007
29,25401,75816,2008
29,25401,86130,2014
29,26100,57426,2002
29,26100,58572,2003
29,26100,64662,2005
29,26100,66924,2006
29,26100,70656,2007
29,26100,80724,2013
29,26100,86520,2015
29,26100,89130,2016
29,26168,59412,2002
29,26168,60600,2004
29,26168,69270,2005
29,26242,64662,2005
29,26242,66924,2006
29,26242,68262,2009
29,26242,73164,2010
29,26242,83616,2015
29,26242,89130,2016
29,26280,63654,2002
29,26280,67326,2003
29,26288,59412,2002
29,26288,60600,2004
29,26288,81252,2010
29,26288,82878,2011
29,26288,83706,2012
29,26502,60600,2004
29,26502,71682,2006
29,26502,78360,2010
29,26502,83706,2012
29,26775,69270,2006
29,26907,60600,2004
29,26907,78360,2010
29,26980,66906,2005
29,26980,69270,2006
29,26980,70656,2008
29,26980,92430,2016
29,27222,36984,2003
29,27222,50538,2004
29,27222,68262,2008
29,27222,73164,2010
29,27222,83616,2015
29,27385,78360,2010
29,27989,64926,2003
29,27989,75816,2007
29,27989,78006,2008
29,28140,57426,2002
29,28140,58572,2003
29,28140,66924,2006
29,28140,75726,2010
29,28489,74328,2006
29,29008,50538,2004
29,29008,63720,2006
29,29008,68262,2007
29,29008,68262,2009
29,30302,61518,2003
29,30302,61518,2004
29,30302,84876,2008
29,30302,95694,2011
29,30302,106920,2015
29,30389,79152,2006
29,31199,57426,2002
29,31199,58572,2004
29,31199,70656,2007
29,31835,57426,2002
29,31835,66906,2005
29,31835,70656,2009
29,31835,78360,2010
29,31835,80724,2012
29,31835,89718,2015
29,31835,92430,2016
29,31835,93354,2017
29,31929,54672,2002
29,31929,58572,2003
29,31929,64662,2005
29,31929,66924,2006
29,31929,70656,2009
29,31929,78012,2012
29,31929,86520,2015
29,31934,58572,2004
29,31934,70656,2008
29,31934,93354,2017
29,31991,72810,2004
29,31991,96828,2010
29,31991,99756,2013
29,31991,111474,2016
29,31995,73116,2007
29,31995,82878,2011
29,31995,83706,2013
29,31995,95106,2016
29,32061,58572,2003
29,32061,75726,2010
29,32061,80724,2012
29,32061,85662,2014
29,32061,93354,2017
29,32199,70656,2007
29,32199,70656,2008
29,32199,80724,2012
29,32199,80724,2013
29,32199,85662,2014
29,32410,57426,2002
29,32410,60600,2003
29,32410,70656,2007
29,32410,80724,2012
29,32410,88830,2014
29,32410,89718,2015
29,32414,36984,2002
29,32414,50538,2004
29,32414,71700,2008
29,32414,83616,2015
29,32433,59412,2002
29,32433,60600,2004
29,32433,73116,2008
29,32433,88830,2014
29,32433,89718,2015
30,152,83706,2013
30,152,88830,2014
30,152,89718,2015
30,152,93354,2017
30,632,99642,2006
30,854,58572,2004
30,854,80724,2013
30,854,92430,2016
30,854,93354,2017
30,1039,75726,2010
30,1039,79926,2011
30,1240,62742,2003
30,1240,62742,2004
30,1240,74328,2006
30,1240,75816,2007
30,1240,75816,2008
30,1277,66924,2006
30,1277,73164,2010
30,1277,77238,2011
30,1277,82788,2014
30,1277,89130,2016
30,1277,90024,2017
30,1304,64662,2005
30,1304,66924,2006
30,1304,68262,2007
30,1304,77238,2011
30,1304,78012,2012
30,1304,89130,2016
30,1932,73632,2002
30,1932,90348,2008
30,1932,162684,2016
30,2008,62742,2003
30,2008,71682,2006
30,2008,81252,2010
30,2008,82878,2011
30,2151,57426,2002
30,2151,58572,2003
30,2151,58572,2004
30,2151,66924,2006
30,2151,76446,2009
30,2151,81924,2010
30,2151,83562,2011
30,2151,102564,2014
30,2151,104628,2016
30,3052,72810,2004
30,3082,46872,2002
30,3082,53136,2004
30,3082,61566,2005
30,3082,68262,2007
30,3082,68262,2009
30,3082,73164,2010
30,3211,59412,2002
30,3211,62742,2004
30,3255,72810,2003
30,3255,87534,2008
30,3255,98766,2011
30,3255,99756,2012
30,3463,62214,2002
30,3463,70062,2005
30,3463,76446,2008
30,3463,76446,2009
30,3463,87372,2013
30,3791,89718,2015
30,3791,96060,2017
30,3995,72480,2005
30,3995,77580,2006
30,3995,79134,2009
30,3995,89646,2011
30,4007,81924,2010
30,4007,93648,2015
30,4125,75102,2005
30,4125,90348,2008
30,4263,57426,2002
30,4263,58572,2004
30,4263,85662,2014
30,4263,86520,2015
30,4545,52092,2002
30,4545,55764,2003
30,4545,68262,2009
30,4545,82788,2014
30,5263,70656,2007
30,5263,70656,2008
30,5263,73116,2009
30,5263,92430,2016
30,6088,53136,2003
30,6088,55764,2004
30,6088,64662,2005
30,6088,68262,2007
30,7216,53136,2004
30,7216,61566,2005
30,7216,73164,2010
30,7216,90432,2016
30,8002,77238,2011
30,8457,55764,2003
30,8457,58572,2004
30,8457,68262,2007
30,8457,81090,2011
30,8457,81900,2012
30,8457,94524,2017
30,8475,79980,2014
30,8488,72810,2004
30,8488,92268,2011
30,9232,57426,2002
30,9232,58572,2003
30,9232,66906,2005
30,9232,70656,2007
30,9232,73116,2009
30,9232,80724,2013
30,9964,77580,2006
30,9964,90540,2012
30,10361,58572,2004
30,10361,66924,2006
30,10361,68262,2007
30,10361,70656,2008
30,10361,75726,2010
30,10361,80724,2013
30,10361,85662,2014
30,10361,86520,2015
30,10361,89130,2016
30,10585,64926,2004
30,10585,76476,2006
30,10585,78006,2009
30,11413,73116,2009
30,11413,78360,2010
30,11413,88830,2014
30,11441,54672,2002
30,11441,64662,2005
30,11441,75726,2010
30,11441,80724,2013
30,11651,60600,2003
30,11651,66906,2005
30,11651,69270,2006
30,11651,73116,2008
30,11651,88830,2014
30,11816,96060,2017
30,12017,69270,2005
30,12017,74328,2006
30,12017,75816,2008
30,12017,81252,2010
30,12017,86130,2012
30,12082,58572,2004
30,12082,66924,2006
30,12082,78012,2013
30,12082,90024,2017
30,12146,58572,2003
30,12146,66924,2006
30,12146,68262,2007
30,12146,87372,2013
30,12146,93648,2015
30,12146,96474,2016
30,12677,84876,2007
30,12677,107988,2016
30,13049,57426,2002
30,13049,76446,2008
30,13049,93648,2015
30,13189,60600,2004
30,13189,73116,2007
30,13424,87534,2009
30,13424,110370,2015
30,14712,70488,2003
30,14712,70488,2004
30,14712,83214,2006
30,14712,96648,2013
30,15653,61512,2002
30,16545,60600,2003
30,16545,73116,2007
30,16545,83706,2013
30,16550,40830,2005
30,16550,61932,2008
30,16550,75372,2013
30,16550,79980,2014
30,16550,83616,2015
30,17015,65868,2004
30,17176,87198,2003
30,17442,64662,2005
30,17587,60600,2003
30,17587,60600,2004
30,17750,77238,2011
30,17994,57426,2002
30,17994,63456,2003
30,17994,63456,2004
30,17994,84876,2008
30,17994,107988,2017
30,18506,58572,2003
30,18506,66906,2005
30,18506,69270,2006
30,18506,80724,2012
30,18562,61932,2008
30,18562,73164,2010
30,18847,62742,2003
30,18847,75816,2007
30,18847,81252,2010
30,18847,86130,2012
30,18959,50538,2003
30,18959,61566,2005
30,18959,68262,2007
30,18959,68262,2008
30,18959,83616,2015
30,19131,59412,2002
30,19131,66906,2005
30,19131,70656,2007
30,19131,88830,2014
30,19131,92430,2016
30,20294,66924,2006
30,20294,68262,2009
30,20294,90456,2015
30,20792,62742,2003
30,20792,62742,2004
30,20792,69270,2005
30,20792,75816,2007
30,21073,58572,2003
30,21229,75102,2005
30,21229,110370,2015
30,21311,58572,2003
30,21311,60600,2004
30,21311,70656,2007
30,21311,80724,2013
30,21311,88830,2014
30,21311,89718,2015
30,21311,92430,2016
30,22951,75102,2005
30,23009,61512,2002
30,23009,62742,2003
30,23312,57426,2002
30,23312,66906,2005
30,23312,69270,2006
30,23312,70656,2007
30,23312,70656,2008
30,23312,73116,2009
30,23312,78360,2010
30,23312,80724,2013
30,23349,57426,2002
30,23349,58572,2003
30,23349,58572,2004
30,23349,68262,2007
30,23349,77238,2011
30,23397,70656,2007
30,23397,70656,2009
30,23397,75726,2010
30,23397,77238,2011
30,23397,96648,2012
30,23397,103590,2015
30,23513,62424,2002
30,23513,63672,2004
30,23513,72726,2005
30,23513,76764,2007
30,23519,68262,2009
30,23519,78012,2012
30,23519,78012,2013
30,23760,90540,2013
30,23760,97044,2015
30,23802,75102,2003
30,23802,75102,2004
30,23802,75102,2005
30,23802,87534,2007
30,23802,90348,2009
30,23802,96828,2010
30,23802,102978,2013
30,23802,111474,2017
30,24140,57426,2002
30,24140,64662,2005
30,24177,69270,2006
30,24177,70656,2008
30,24177,70656,2009
30,24177,78360,2010
30,24177,85662,2014
30,24177,89718,2015
30,24457,60600,2003
30,24457,66906,2005
30,24457,71682,2006
30,24457,73116,2007
30,24457,73116,2008
30,24457,83706,2012
30,24457,96060,2017
30,24468,64662,2005
30,24468,70656,2008
30,24468,77238,2011
30,24468,86520,2015
30,24468,89130,2016
30,24612,83214,2006
30,24612,107988,2016
30,24612,107988,2017
30,25528,75102,2005
30,25528,102978,2013
30,25528,110370,2015
30,25575,84876,2008
30,25575,93816,2010
30,25575,95694,2011
30,25575,96648,2012
30,25699,73632,2002
30,25699,141888,2007
30,25699,170112,2015
30,26124,73116,2008
30,26124,83706,2012
30,26520,92316,2015
30,26572,86130,2013
30,26572,92316,2015
30,26864,74328,2006
30,26864,83604,2010
30,26864,85278,2011
30,26864,86130,2012
30,26864,86130,2013
30,26951,76476,2006
30,27261,57426,2002
30,27261,58572,2003
30,27261,66906,2005
30,27261,78360,2010
30,27599,57426,2002
30,27599,66906,2005
30,27599,70656,2009
30,27599,79926,2011
30,27599,89718,2015
30,28581,61518,2003
30,28581,70296,2005
30,28581,76764,2009
30,28581,84756,2012
30,29282,60600,2003
30,29282,72480,2005
30,29282,76446,2007
30,29282,86508,2011
30,29282,97044,2015
30,30474,71682,2006
30,30474,73116,2008
30,30474,82878,2011
30,30512,60600,2003
30,30512,69270,2005
30,30512,71682,2006
30,30512,81252,2010
30,30512,88830,2014
30,31337,70656,2009
30,31337,85662,2014
30,31429,57426,2002
30,31429,69270,2006
30,31429,88830,2014
30,31429,93354,2017
30,31737,57426,2002
30,31737,70656,2007
30,31737,75726,2010
30,31737,80724,2013
30,31737,92430,2016
30,31828,58572,2003
30,31828,68262,2007
30,31828,80724,2013
30,31941,75372,2012
30,31941,79980,2014
30,31941,80778,2015
30,31941,86142,2016
30,31941,87006,2017
30,31970,71682,2006
30,31970,75816,2008
30,32125,36984,2004
30,32125,68262,2009
30,32125,73164,2010
30,32125,74628,2011
30,32125,82788,2014
30,32229,58572,2003
30,32229,64662,2005
30,32229,70656,2009
30,32229,75726,2010
30,32229,80724,2013
30,32229,86520,2015
30,32441,58572,2004
30,32441,64662,2005
30,32441,66924,2006
30,32441,70656,2007
30,32441,80724,2012
30,32441,80724,2013
30,32441,85662,2014
30,32441,93354,2017
31,65,70656,2009
31,65,75726,2010
31,65,77238,2011
31,65,80724,2012
31,156,60600,2004
31,156,70656,2007
31,156,83706,2013
31,156,89718,2015
31,420,61512,2002
31,498,61512,2002
31,498,85278,2011
31,498,91404,2014
31,994,50538,2003
31,994,78012,2012
31,994,78012,2013
31,1048,59412,2002
31,1048,60600,2003
31,1048,71682,2006
31,1048,73116,2008
31,1048,83706,2012
31,1048,88830,2014
31,1048,89718,2015
31,1444,66924,2006
31,1444,68262,2007
31,1444,68262,2008
31,1444,70656,2009
31,1444,86520,2015
31,1444,104628,2017
31,1588,80724,2012
31,1647,74628,2011
31,1647,75372,2013
31,1647,83616,2015
31,2085,59412,2002
31,2085,60600,2003
31,2085,66906,2005
31,2956,64926,2003
31,3411,66906,2005
31,3411,83706,2012
31,3976,75816,2009
31,4017,75726,2010
31,4017,84396,2013
31,4017,97440,2017
31,4295,57744,2006
31,4295,74628,2011
31,4484,58572,2003
31,4484,58572,2004
31,4484,68262,2007
31,4484,70656,2008
31,4484,75726,2010
31,4484,85662,2014
31,4599,70656,2007
31,4599,78360,2010
31,4599,89718,2015
31,5239,58572,2004
31,5239,68262,2007
31,5239,77238,2011
31,5239,78012,2012
31,5239,78012,2013
31,5239,83616,2015
31,5239,89130,2016
31,5439,47808,2003
31,5439,68262,2007
31,5439,86142,2016
31,5439,87006,2017
31,6009,75726,2010
31,6009,80724,2012
31,6009,92718,2014
31,6164,69270,2006
31,6164,70656,2008
31,6164,89718,2015
31,6164,93354,2017
31,6686,78072,2006
31,6686,79632,2007
31,6757,61512,2002
31,6757,75816,2007
31,7242,66924,2006
31,7242,70656,2009
31,7242,77238,2011
31,7729,77580,2006
31,7729,99888,2015
31,7729,102900,2016
31,8071,59412,2002
31,8071,62742,2003
31,8071,62742,2004
31,8071,82878,2011
31,8071,86130,2013
31,8071,91404,2014
31,8071,92316,2015
31,8082,64662,2005
31,8082,68262,2007
31,8082,75726,2010
31,8082,78012,2012
31,8082,86520,2015
31,8082,89130,2016
31,8128,66552,2002
